ADANIPORTS,2
ASIANPAINT,2
AXISBANK,2
BAJAJ-AUTO,2
BAJAJFINSV,2
BAJFINANCE,2
BHARTIARTL,2
BPCL,2
CIPLA,2
COALINDIA,2
DRREDDY,2
EICHERMOT,2
GAIL,2
GRASIM,2
HCLTECH,2
HDFC,2
HDFCBANK,2
HEROMOTOCO,2
HINDALCO,2
HINDPETRO,2
HINDUNILVR,2
IBULHSGFIN,2
ICICIBANK,2
INDUSINDBK,2
INFRATEL,2
INFY,2
IOC,2
ITC,2
JSWSTEEL,2
KOTAKBANK,2
LT,2
M&M,2
MARUTI,2
NTPC,2
ONGC,2
POWERGRID,2
RELIANCE,2
SBIN,2
SUNPHARMA,2
TATAMOTORS,2
TATASTEEL,2
TCS,2
TECHM,2
TITAN,2
ULTRACEMCO,2
UPL,2
VEDL,2
WIPRO,2
YESBANK,2
ZEEL,2
