Pair 1 Trading Symbol,Pair 1 Quantity,Pair 2 Trading Symbol,Pair 2 Quantity,PL Offset,Reverse Signal Exit,Reverse Signal Entry,Max Pair Loss,Max Pair Gain
TATAMTRDVR,1,TATAMOTORS,1,3000,TRUE,TRUE,-2000,4000
